STT,Miền,Vùng,Khu vực,Mã NPP,Tên NPP,Mã NV,Tên NV,Mã KH,Tên KH,Số nhà/Khu,Tên đường/Xã/Phường,TP (Tx)/Quận (Huyện),Mã đơn hàng,Trạng thái,Loại đơn,Mã sản phẩm,Tên sản phẩm,Ngày lấy đơn,Số lượng (Lẻ),Hàng bán (Thùng),Hàng bán (Hộp/bịch),Hàng KM (Thùng),Hàng KM (hộp/bịch),Đơn giá lẻ,Đơn giá thùng,Thành tiền,Chiết khấu (Lì xì),"Mã CTKM 
 (Mua hàng/Voucher/Phiếu thu hồi)","Tên CTKM 
 (Mua hàng/Voucher/Phiếu thu hồi)","Số lượng/Điểm trả thưởng 
 (Game/Voucher/Loyalty)","Mã chương trình 
 (Game/Voucher/Loyalty)"," Tên chương trình 
 (Game/Voucher/Loyalty)"
1356,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005415,Đã duyệt,Đơn bán,FANC04,Fl.36h,08/04/2024 21:51:36,36,1,0,,,4391,158073,158073,22130,KM4584CKWCM,KM WCM TỪ 08/04-05/05/2024,,,
1357,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005415,Đã duyệt,Đơn bán,FANC01,Fa.36h,08/04/2024 21:51:36,36,1,0,,,4391,158073,158073,18969,KM4584CKWCM,KM WCM TỪ 08/04-05/05/2024,,,
1358,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005477,Đã duyệt,Đơn bán,FANC04,Fl.36h,23/04/2024 10:04:11,36,1,0,,,4391,158073,158073,22130,KM4584CKWCM,KM WCM TỪ 08/04-05/05/2024,,,
1359,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005477,Đã duyệt,Đơn bán,FACA02,Ca.40b,23/04/2024 10:04:11,80,2,0,,,3780,151200,302400,0,,,,,
1360,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005563,Đã duyệt,Đơn bán,FANC09,Fc.36h,16/05/2024 15:58:05,36,1,0,,,4391,158073,158073,23711,KM7532CKWCM,KM WCM+ TỪ 09/05-30/06/2024,,,
1361,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005563,Đã duyệt,Đơn bán,FANC04,Fl.36h,16/05/2024 15:58:05,36,1,0,,,4391,158073,158073,18969,KM7532CKWCM,KM WCM+ TỪ 09/05-30/06/2024,,,
1362,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005563,Đã duyệt,Đơn bán,FACA01,Ca.36h,16/05/2024 15:58:05,36,1,0,,,4555,163963,163963,0,,,,,
1363,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005613,Đã duyệt,Đơn bán,FACA06,Cl.40b,27/05/2024 10:08:11,40,1,0,,,3780,151200,151200,48384,KM8003CKWCM,KM WCM+ TỪ 20/05-16/06/2024,,,
1364,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005613,Đã duyệt,Đơn bán,FANC01,Fa.36h,27/05/2024 10:08:11,36,1,0,,,4391,158073,158073,0,,,,,
1365,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005613,Đã duyệt,Đơn bán,FAGS01,Gl.36h,27/05/2024 10:08:11,36,1,0,,,5700,205200,205200,0,,,,,
1366,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005674,Đã duyệt,Đơn bán,FANC04,Fl.36h,10/06/2024 21:44:19,36,1,0,,,4391,158073,158073,18969,KM7532CKWCM,KM WCM+ TỪ 09/05-30/06/2024,,,
1367,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005674,Đã duyệt,Đơn bán,FAGS01,Gl.36h,10/06/2024 21:44:19,36,1,0,,,5700,205200,205200,34884,KM8231CKWCM,KM WCM+ TỪ 03/06-30/06/2024,,,
1368,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005674,Đã duyệt,Đơn bán,FACA01,Ca.36h,10/06/2024 21:44:19,36,1,0,,,4555,163963,163963,19676,KM8231CKWCM,KM WCM+ TỪ 03/06-30/06/2024,,,
1369,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005674,Đã duyệt,Đơn bán,FACA05,Cl.36h,10/06/2024 21:44:19,36,1,0,,,4555,163963,163963,0,,,,,
1370,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005674,Đã duyệt,Đơn bán,FACA05,Cl.36h,10/06/2024 21:44:19,6,,,0,6,4555,163963,0,,KM8231WCM - N1,KM WCM+ TỪ 03/06-30/06/2024 - MUA 6 LỐC CI.36H TẶNG 1 LỐC,,,
1371,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005777,Đã duyệt,Đơn bán,FAGS01,Gl.36h,26/06/2024 23:20:37,36,1,0,,,5700,205200,205200,34884,KM8231CKWCM,KM WCM+ TỪ 03/06-30/06/2024,,,
1372,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005777,Đã duyệt,Đơn bán,FANC01,Fa.36h,26/06/2024 23:20:37,72,2,0,,,4391,158073,316146,37938,KM8231CKWCM,KM WCM+ TỪ 03/06-30/06/2024,,,
1373,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007115,VMP DNI 175-177 đường N16,,"175-177 đường N16, KDC đường Võ Thị Sáu, KP7-Phường Thống Nhất",Biên Hòa-Tỉnh Đồng Nai,IN005777,Đã duyệt,Đơn bán,FACA02,Ca.40b,26/06/2024 23:20:37,40,1,0,,,3780,151200,151200,0,,,,,
1374,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005107,Đã duyệt,Đơn bán,FANC04,Fl.36h,01/01/2024 11:53:23,36,1,0,,,4391,158073,158073,18968,KM23768CK,KM WM+ TỪ 25/12-24/01/2024,,,
1375,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005107,Đã duyệt,Đơn bán,FANC02,Fa.40b,01/01/2024 11:53:23,40,1,0,,,3682,147273,147273,0,,,,,
1376,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005107,Đã duyệt,Đơn bán,VEYO03,Vp.30h,01/01/2024 11:53:23,30,1,0,,,7495,224837,224837,0,,,,,
1377,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005141,Đã duyệt,Đơn bán,FANC02,Fa.40b,16/01/2024 11:01:02,80,2,0,,,3682,147273,294546,0,,,,,
1378,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005141,Đã duyệt,Đơn bán,FACA14,Cs.36h,16/01/2024 11:01:02,36,1,0,,,4555,163963,163963,0,,,,,
1379,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005141,Đã duyệt,Đơn bán,FACA14,Cs.36h,16/01/2024 11:01:02,6,,,0,6,4555,163963,,,KM946N030124,KM WM+ TỪ 11/01-09/02/2024,,,
1380,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005209,Đã duyệt,Đơn bán,FACA05,Cl.36h,19/02/2024 15:17:00,36,1,0,,,4555,163963,163963,19676,KM23756N151223_,KM WM+ TỪ 01/01-31/03/2024,,,
1381,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005209,Đã duyệt,Đơn bán,FACA06,Cl.40b,19/02/2024 15:17:00,40,1,0,,,3780,151200,151200,0,,,,,
1382,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005209,Đã duyệt,Đơn bán,FANC05,Fl.40b,19/02/2024 15:17:00,40,1,0,,,3682,147273,147273,0,,,,,
1383,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005218,Đã duyệt,Đơn bán,FANC01,Fa.36h,22/02/2024 16:15:49,36,1,0,,,4391,158073,158073,18969,KM1360WCMFA36H,KM WCM SP FA.36H TỪ 12/02-13/03/2024,,,
1384,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005218,Đã duyệt,Đơn bán,FACA01,Ca.36h,22/02/2024 16:15:49,36,1,0,,,4555,163963,163963,19676,KM23759WCM,KM WCM TỪ 25/01-31/03/2024,,,
1385,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005218,Đã duyệt,Đơn bán,FACA06,Cl.40b,22/02/2024 16:15:49,40,1,0,,,3780,151200,151200,0,,,,,
1386,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005218,Đã duyệt,Đơn bán,FANC05,Fl.40b,22/02/2024 16:15:49,40,1,0,,,3682,147273,147273,0,,,,,
1387,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005242,Đã duyệt,Đơn bán,FANC01,Fa.36h,07/03/2024 09:07:22,36,1,0,,,4391,158073,158073,18969,KM1360WCMFA36H,KM WCM SP FA.36H TỪ 12/02-13/03/2024,,,
1388,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005242,Đã duyệt,Đơn bán,FACA05,Cl.36h,07/03/2024 09:07:22,36,1,0,,,4555,163963,163963,19676,KM23756N151223_,KM WM+ TỪ 01/01-31/03/2024,,,
1389,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005242,Đã duyệt,Đơn bán,FANC09,Fc.36h,07/03/2024 09:07:22,36,1,0,,,4391,158073,158073,0,,,,,
1390,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005242,Đã duyệt,Đơn bán,FANC04,Fl.36h,07/03/2024 09:07:22,36,1,0,,,4391,158073,158073,0,,,,,
1391,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005242,Đã duyệt,Đơn bán,FACA02,Ca.40b,07/03/2024 09:07:22,40,1,0,,,3780,151200,151200,0,,,,,
1392,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005242,Đã duyệt,Đơn bán,FANC04,Fl.36h,07/03/2024 09:07:22,6,,,0,6,4391,158073,0,,KM1360WWCM - N1,KM WCM TỪ 12/02-13/03/2024 - MUA 6 LỐC FI.36H TẶNG 1 LỐC,,,
1393,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005242,Đã duyệt,Đơn bán,FANC09,Fc.36h,07/03/2024 09:07:22,6,,,0,6,4391,158073,0,,KM1360WWCM - N2,KM WCM TỪ 12/02-13/03/2024 - MUA 6 LỐC FC.36H TẶNG 1 LỐC,,,
1394,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005279,Đã duyệt,Đơn bán,FACA05,Cl.36h,13/03/2024 14:26:53,36,1,0,,,4555,163963,163963,19676,KM23756N151223_,KM WM+ TỪ 01/01-31/03/2024,,,
1395,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005279,Đã duyệt,Đơn bán,FACA01,Ca.36h,13/03/2024 14:26:53,72,2,0,,,4555,163963,327926,39351,KM23759WCM,KM WCM TỪ 25/01-31/03/2024,,,
1396,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005279,Đã duyệt,Đơn bán,FANC04,Fl.36h,13/03/2024 14:26:53,36,1,0,,,4391,158073,158073,0,,,,,
1397,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005279,Đã duyệt,Đơn bán,FANC05,Fl.40b,13/03/2024 14:26:53,40,1,0,,,3682,147273,147273,0,,,,,
1398,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005279,Đã duyệt,Đơn bán,FACA06,Cl.40b,13/03/2024 14:26:53,40,1,0,,,3780,151200,151200,0,,,,,
1399,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005279,Đã duyệt,Đơn bán,FANC02,Fa.40b,13/03/2024 14:26:53,40,1,0,,,3682,147273,147273,0,,,,,
1400,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005279,Đã duyệt,Đơn bán,FANC04,Fl.36h,13/03/2024 14:26:53,6,,,0,6,4391,158073,0,,KM1360WWCM - N1,KM WCM TỪ 12/02-13/03/2024 - MUA 6 LỐC FI.36H TẶNG 1 LỐC,,,
1401,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005347,Đã duyệt,Đơn bán,FAGS01,Gl.36h,27/03/2024 08:20:07,36,1,0,,,5700,205200,205200,34884,KM3603WCM,KM WCM TỪ 07/03-27/03/2024,,,
1402,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005347,Đã duyệt,Đơn bán,FAGS02,Gn.36h,27/03/2024 08:20:07,36,1,0,,,5700,205200,205200,34884,KM3603WCM,KM WCM TỪ 07/03-27/03/2024,,,
1403,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005347,Đã duyệt,Đơn bán,FACA02,Ca.40b,27/03/2024 08:20:07,40,1,0,,,3780,151200,151200,0,,,,,
1404,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005347,Đã duyệt,Đơn bán,FANC04,Fl.36h,27/03/2024 08:20:07,72,2,0,,,4391,158073,316146,0,,,,,
1405,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005347,Đã duyệt,Đơn bán,FANC09,Fc.36h,27/03/2024 08:20:07,36,1,0,,,4391,158073,158073,0,,,,,
1406,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005347,Đã duyệt,Đơn bán,FANC04,Fl.36h,27/03/2024 08:20:07,12,,,0,12,4391,158073,0,,KM3422WCM - N1,KM WCM TỪ 14/03-07/04/2024 - MUA 6 LỐC FI.36H TẶNG 1 LỐC,,,
1407,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005347,Đã duyệt,Đơn bán,FANC09,Fc.36h,27/03/2024 08:20:07,6,,,0,6,4391,158073,0,,KM3422WCM - N2,KM WCM TỪ 14/03-07/04/2024 - MUA 6 LỐC FC.36H TẶNG 1 LỐC,,,
1408,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,610005,ST_Hoàng Anh Khoa - Đồng Nai,6004643,Phạm Thanh Thiên,C61007116,VMP DNI 8F2-9F2 đường N4,,8F2-9F2 đường N4-Phường Bửu Long,Biên Hòa-Tỉnh Đồng Nai,IN005347,Đã duyệt,Đơn bán,FACA02,Ca.40b,27/03/2024 08:20:07,5,,,0,5,3780,151200,0,,KM4564WCM - N3,KM WCM TỪ 25/03-24/04/2024 - MUA 8 BỊCH CA.40B TẶNG 1 BỊCH,,,
